country,pop,year,continent,gdppercap,lifeexp,af_lf,am_lf,as_lf,oc_lf,eu_lf
Kuwait,1440000,1982,Asia,56700,71.90000152587891,,,71.900002,,
Kuwait,1830000,1987,Asia,51000,74.09999847412109,,,74.099998,,
Kuwait,2030000,1992,Asia,46700,78.80000305175781,,,78.800003,,
Kuwait,1630000,1997,Asia,78700,78.69999694824219,,,78.699997,,
Kuwait,2100000,2002,Asia,69600,79.40000152587891,,,79.400002,,
Kuwait,2370000,2007,Asia,96800,79.5,,,79.5,,
Lebanon,1360000,1952,Asia,10700,61.5,,,61.5,,
Lebanon,1580000,1957,Asia,13300,63.59999847412109,,,63.599998,,
Lebanon,1860000,1962,Asia,12200,65.30000305175781,,,65.300003,,
Lebanon,2140000,1967,Asia,12400,66.80000305175781,,,66.800003,,
Lebanon,2350000,1972,Asia,15900,68.19999694824219,,,68.199997,,
Lebanon,2600000,1977,Asia,8390,53.59999847412109,,,53.599998,,
Lebanon,2590000,1982,Asia,5260,46.70000076293945,,,46.700001,,
Lebanon,2660000,1987,Asia,11300,55.40000152587891,,,55.400002,,
Lebanon,2920000,1992,Asia,8850,72.19999694824219,,,72.199997,,
Lebanon,3610000,1997,Asia,10700,74.19999694824219,,,74.199997,,
Lebanon,3990000,2002,Asia,10500,75.90000152587891,,,75.900002,,
Lebanon,4760000,2007,Asia,11500,76.59999847412109,,,76.599998,,
Lesotho,717000,1952,Africa,410,46.59999847412109,46.599998,,,,
Lesotho,780000,1957,Africa,461,50.20000076293945,50.200001,,,,
Lesotho,853000,1962,Africa,571,53.5,53.5,,,,
Lesotho,942000,1967,Africa,704,55,55,,,,
Lesotho,1050000,1972,Africa,715,56.09999847412109,56.099998,,,,
Lesotho,1190000,1977,Africa,1090,57.59999847412109,57.599998,,,,
Lesotho,1380000,1982,Africa,1060,59.09999847412109,59.099998,,,,
Lesotho,1560000,1987,Africa,1110,60,60,,,,
Lesotho,1740000,1992,Africa,1420,59.59999847412109,59.599998,,,,
Lesotho,1930000,1997,Africa,1600,53.90000152587891,53.900002,,,,
Lesotho,2040000,2002,Africa,1710,46.5,46.5,,,,
Lesotho,1990000,2007,Africa,2100,44.5,44.5,,,,
Liberia,944000,1952,Africa,1050,38.20000076293945,38.200001,,,,
Liberia,1030000,1957,Africa,1130,39.70000076293945,39.700001,,,,
Liberia,1140000,1962,Africa,1150,41.40000152587891,41.400002,,,,
Liberia,1270000,1967,Africa,1300,44.5,44.5,,,,
Liberia,1440000,1972,Africa,1460,47.70000076293945,47.700001,,,,
Liberia,1650000,1977,Africa,1380,49.79999923706055,49.799999,,,,
Liberia,1920000,1982,Africa,1220,51,51,,,,
Liberia,2160000,1987,Africa,1260,51.79999923706055,51.799999,,,,
Liberia,2040000,1992,Africa,654,52,52,,,,
Liberia,2160000,1997,Africa,791,51.90000152587891,51.900002,,,,
Liberia,2950000,2002,Africa,1320,55,55,,,,
Liberia,3330000,2007,Africa,1030,60,60,,,,
Libya,1140000,1952,Africa,3340,41.40000152587891,41.400002,,,,
Libya,1280000,1957,Africa,4600,44,44,,,,
Libya,1500000,1962,Africa,8570,52.70000076293945,52.700001,,,,
Libya,1800000,1967,Africa,22500,61.09999847412109,61.099998,,,,
Libya,2230000,1972,Africa,29500,66.5,66.5,,,,
Libya,2750000,1977,Africa,40900,68.69999694824219,68.699997,,,,
Libya,3350000,1982,Africa,31200,70.90000152587891,70.900002,,,,
Libya,3990000,1987,Africa,20800,68.90000152587891,68.900002,,,,
Libya,4540000,1992,Africa,24400,72.40000152587891,72.400002,,,,
Libya,5040000,1997,Africa,23200,73.19999694824219,73.199997,,,,
Libya,5440000,2002,Africa,20700,73.40000152587891,73.400002,,,,
Libya,5890000,2007,Africa,28600,74.80000305175781,74.800003,,,,
Madagascar,4170000,1952,Africa,2000,40,40,,,,
Madagascar,4650000,1957,Africa,2210,42.90000152587891,42.900002,,,,
Madagascar,5220000,1962,Africa,2290,45.90000152587891,45.900002,,,,
Madagascar,5920000,1967,Africa,2290,48.79999923706055,48.799999,,,,
Madagascar,6760000,1972,Africa,2460,51.70000076293945,51.700001,,,,
Madagascar,7770000,1977,Africa,2180,53.70000076293945,53.700001,,,,
Madagascar,8970000,1982,Africa,1850,54.20000076293945,54.200001,,,,
Madagascar,10400000,1987,Africa,1640,54,54,,,,
Madagascar,11900000,1992,Africa,1480,56,56,,,,
Madagascar,13900000,1997,Africa,1390,57.70000076293945,57.700001,,,,
Madagascar,16300000,2002,Africa,1260,59.79999923706055,59.799999,,,,
Madagascar,18900000,2007,Africa,1460,61.40000152587891,61.400002,,,,
Malawi,3010000,1952,Africa,495,38.29999923706055,38.299999,,,,
Malawi,3340000,1957,Africa,558,39.40000152587891,39.400002,,,,
Malawi,3750000,1962,Africa,572,40.70000076293945,40.700001,,,,
Malawi,4240000,1967,Africa,656,42.09999847412109,42.099998,,,,
Malawi,4830000,1972,Africa,763,44.59999847412109,44.599998,,,,
Malawi,5550000,1977,Africa,854,47.29999923706055,47.299999,,,,
Malawi,6410000,1982,Africa,797,49.79999923706055,49.799999,,,,
Malawi,7670000,1987,Africa,791,49.5,49.5,,,,
Malawi,9600000,1992,Africa,731,47.5,47.5,,,,
Malawi,10000000,1997,Africa,883,44.70000076293945,44.700001,,,,
Malawi,11400000,2002,Africa,813,45.29999923706055,45.299999,,,,
Malawi,13000000,2007,Africa,942,49.70000076293945,49.700001,,,,
Malaysia,6270000,1952,Asia,2730,54.40000152587891,,,54.400002,,
Malaysia,7250000,1957,Asia,2700,57.5,,,57.5,,
Malaysia,8420000,1962,Asia,3060,60.5,,,60.5,,
Malaysia,9790000,1967,Asia,3480,63,,,63,,
Malaysia,11100000,1972,Asia,4440,65.30000305175781,,,65.300003,,
Malaysia,12500000,1977,Asia,6060,67.19999694824219,,,67.199997,,
Malaysia,14100000,1982,Asia,7920,69.30000305175781,,,69.300003,,
Malaysia,16000000,1987,Asia,8600,70.69999694824219,,,70.699997,,
Malaysia,18500000,1992,Asia,11900,71.69999694824219,,,71.699997,,
Malaysia,21000000,1997,Asia,16400,72.40000152587891,,,72.400002,,
Malaysia,23700000,2002,Asia,16500,73.40000152587891,,,73.400002,,
Malaysia,26200000,2007,Asia,20000,74.5,,,74.5,,
Mali,4760000,1952,Africa,627,31.89999961853027,31.9,,,,
Mali,5030000,1957,Africa,680,33.29999923706055,33.299999,,,,
Mali,5320000,1962,Africa,702,34.5,34.5,,,,
Mali,5640000,1967,Africa,808,37.20000076293945,37.200001,,,,
Mali,6040000,1972,Africa,901,40.5,40.5,,,,
Mali,6600000,1977,Africa,1110,42.79999923706055,42.799999,,,,
Mali,7230000,1982,Africa,1040,45.79999923706055,45.799999,,,,
Mali,7950000,1987,Africa,1190,48.40000152587891,48.400002,,,,
Mali,8640000,1992,Africa,1320,50.20000076293945,50.200001,,,,
Mali,9840000,1997,Africa,1400,51.09999847412109,51.099998,,,,
Mali,11300000,2002,Africa,1640,54.5,54.5,,,,
Mali,13200000,2007,Africa,1790,57.79999923706055,57.799999,,,,
Mauritania,667000,1952,Africa,1110,41.29999923706055,41.299999,,,,
Mauritania,759000,1957,Africa,1260,44.90000152587891,44.900002,,,,
Mauritania,876000,1962,Africa,1590,48.90000152587891,48.900002,,,,
Mauritania,1020000,1967,Africa,2220,52.20000076293945,52.200001,,,,
Mauritania,1180000,1972,Africa,2520,54.5,54.5,,,,
Mauritania,1370000,1977,Africa,2990,55.20000076293945,55.200001,,,,
Mauritania,1590000,1982,Africa,2740,57.5,57.5,,,,
Mauritania,1830000,1987,Africa,2830,59.29999923706055,59.299999,,,,
Mauritania,2090000,1992,Africa,2760,60.40000152587891,60.400002,,,,
Mauritania,2370000,1997,Africa,2780,62.20000076293945,62.200001,,,,
Mauritania,2700000,2002,Africa,2760,64.40000152587891,64.400002,,,,
Mauritania,3110000,2007,Africa,3570,66.90000152587891,66.900002,,,,
Mauritius,506000,1952,Africa,2760,48.5,48.5,,,,
Mauritius,588000,1957,Africa,2850,53.90000152587891,53.900002,,,,
Mauritius,679000,1962,Africa,3540,59.09999847412109,59.099998,,,,
Mauritius,770000,1967,Africa,3440,61.20000076293945,61.200001,,,,
Mauritius,840000,1972,Africa,3480,62.40000152587891,62.400002,,,,
Mauritius,907000,1977,Africa,5120,64.59999847412109,64.599998,,,,
Mauritius,978000,1982,Africa,5050,67.69999694824219,67.699997,,,,
Mauritius,1020000,1987,Africa,6520,69,69,,,,
Mauritius,1070000,1992,Africa,8230,70.5,70.5,,,,
Mauritius,1140000,1997,Africa,9900,71,71,,,,
Mauritius,1190000,2002,Africa,11700,72.40000152587891,72.400002,,,,
Mauritius,1230000,2007,Africa,14100,73.40000152587891,73.400002,,,,
Mexico,28700000,1952,Americas,4410,50.59999847412109,,50.599998,,,
Mexico,33400000,1957,Americas,5240,55.40000152587891,,55.400002,,,
Mexico,39000000,1962,Americas,5880,58.79999923706055,,58.799999,,,
Mexico,45500000,1967,Americas,7600,60.79999923706055,,60.799999,,,
Mexico,53100000,1972,Americas,9250,63.20000076293945,,63.200001,,,
Mexico,61200000,1977,Americas,10700,65.19999694824219,,65.199997,,,
Mexico,69400000,1982,Americas,13800,67.69999694824219,,67.699997,,,
Mexico,77600000,1987,Americas,12800,70.19999694824219,,70.199997,,,
Mexico,85500000,1992,Americas,14100,72,,72,,,
Mexico,93100000,1997,Americas,14900,73.40000152587891,,73.400002,,,
Mexico,100000000,2002,Americas,15600,75,,75,,,
Mexico,108000000,2007,Americas,16800,75.90000152587891,,75.900002,,,
Mongolia,794000,1952,Asia,1960,41.70000076293945,,,41.700001,,
Mongolia,872000,1957,Asia,2270,44.40000152587891,,,44.400002,,
Mongolia,982000,1962,Asia,2610,48.5,,,48.5,,
Mongolia,1140000,1967,Asia,2970,51.79999923706055,,,51.799999,,
Mongolia,1320000,1972,Asia,3260,54.79999923706055,,,54.799999,,
Mongolia,1520000,1977,Asia,3740,57.20000076293945,,,57.200001,,
Mongolia,1730000,1982,Asia,4530,58.29999923706055,,,58.299999,,
Mongolia,1980000,1987,Asia,5300,60.70000076293945,,,60.700001,,
Mongolia,2220000,1992,Asia,4130,61.09999847412109,,,61.099998,,
Mongolia,2320000,1997,Asia,4440,60.79999923706055,,,60.799999,,
Mongolia,2420000,2002,Asia,4920,62.79999923706055,,,62.799999,,
Mongolia,2560000,2007,Asia,7050,65,,,65,,
Montenegro,401000,1952,Europe,4370,61,,,,,61
Montenegro,453000,1957,Europe,5200,63.5,,,,,63.5
Montenegro,498000,1962,Europe,7030,67,,,,,67
Montenegro,534000,1967,Europe,10100,70.09999847412109,,,,,70.099998
Montenegro,523000,1972,Europe,13400,72.19999694824219,,,,,72.199997
Montenegro,560000,1977,Europe,16600,72.90000152587891,,,,,72.900002
Montenegro,588000,1982,Europe,20900,73.40000152587891,,,,,73.400002
Montenegro,616000,1987,Europe,20800,73.80000305175781,,,,,73.800003
Montenegro,616000,1992,Europe,11700,74.5,,,,,74.5
Montenegro,620000,1997,Europe,10500,73.80000305175781,,,,,73.800003
Montenegro,613000,2002,Europe,10600,74.19999694824219,,,,,74.199997
Montenegro,618000,2007,Europe,13600,75,,,,,75
Morocco,9240000,1952,Africa,2390,47.09999847412109,47.099998,,,,
Morocco,10900000,1957,Africa,2320,49,49,,,,
Morocco,12700000,1962,Africa,2200,51.29999923706055,51.299999,,,,
Morocco,14600000,1967,Africa,2380,53.5,53.5,,,,
Morocco,16400000,1972,Africa,2650,55.90000152587891,55.900002,,,,
Morocco,18200000,1977,Africa,3210,58.59999847412109,58.599998,,,,
Morocco,20500000,1982,Africa,3610,62.09999847412109,62.099998,,,,
Morocco,23000000,1987,Africa,3630,65.09999847412109,65.099998,,,,
Morocco,25300000,1992,Africa,3970,67.30000305175781,67.300003,,,,
Morocco,27400000,1997,Africa,4220,68.30000305175781,68.300003,,,,
Morocco,29100000,2002,Africa,4850,70,70,,,,
Morocco,30800000,2007,Africa,5840,71.40000152587891,71.400002,,,,
Mozambique,6060000,1952,Africa,358,36.20000076293945,36.200001,,,,
Mozambique,6630000,1957,Africa,379,39.5,39.5,,,,
Mozambique,7340000,1962,Africa,430,42.59999847412109,42.599998,,,,
Mozambique,8230000,1967,Africa,447,45.40000152587891,45.400002,,,,
Mozambique,9230000,1972,Africa,585,47.79999923706055,47.799999,,,,
Mozambique,10400000,1977,Africa,414,49.40000152587891,49.400002,,,,
Mozambique,11900000,1982,Africa,389,47.40000152587891,47.400002,,,,
Mozambique,12800000,1987,Africa,335,46.79999923706055,46.799999,,,,
Mozambique,13300000,1992,Africa,361,50.5,50.5,,,,
Mozambique,16000000,1997,Africa,505,50.5,50.5,,,,
Mozambique,18200000,2002,Africa,663,50.5,50.5,,,,
Mozambique,21100000,2007,Africa,846,50.79999923706055,50.799999,,,,
Myanmar,18100000,1952,Asia,529,32.5,,,32.5,,
Myanmar,20000000,1957,Asia,601,37.09999847412109,,,37.099998,,
Myanmar,22200000,1962,Asia,704,40,,,40,,
Myanmar,24800000,1967,Asia,656,44,,,44,,
Myanmar,27900000,1972,Asia,692,47.70000076293945,,,47.700001,,
Myanmar,31300000,1977,Asia,747,50.79999923706055,,,50.799999,,
Myanmar,35000000,1982,Asia,885,53,,,53,,
Myanmar,38700000,1987,Asia,828,54.70000076293945,,,54.700001,,
Myanmar,41900000,1992,Asia,776,55.79999923706055,,,55.799999,,
Myanmar,44500000,1997,Asia,1000,57.59999847412109,,,57.599998,,
Myanmar,47200000,2002,Asia,1580,59.59999847412109,,,59.599998,,
Myanmar,49300000,2007,Asia,2820,62.5,,,62.5,,
Namibia,524000,1952,Africa,4190,45.20000076293945,45.200001,,,,
Namibia,580000,1957,Africa,4530,49.29999923706055,49.299999,,,,
Namibia,649000,1962,Africa,5530,53.09999847412109,53.099998,,,,
Namibia,735000,1967,Africa,6720,56.5,56.5,,,,
Namibia,842000,1972,Africa,6620,58.79999923706055,58.799999,,,,
Namibia,971000,1977,Africa,6540,59.40000152587891,59.400002,,,,
Namibia,1080000,1982,Africa,6740,59.90000152587891,59.900002,,,,
Namibia,1240000,1987,Africa,6320,61.70000076293945,61.700001,,,,
Namibia,1480000,1992,Africa,6260,61.5,61.5,,,,
Namibia,1660000,1997,Africa,6250,57.90000152587891,57.900002,,,,
Namibia,1820000,2002,Africa,6720,53.09999847412109,53.099998,,,,
Namibia,1970000,2007,Africa,8390,54.5,54.5,,,,
Nepal,8660000,1952,Asia,809,40,,,40,,
Nepal,9470000,1957,Asia,886,42.59999847412109,,,42.599998,,
Nepal,10300000,1962,Asia,963,45.29999923706055,,,45.299999,,
Nepal,11200000,1967,Asia,987,47.90000152587891,,,47.900002,,
Nepal,12300000,1972,Asia,975,50.20000076293945,,,50.200001,,
Nepal,13700000,1977,Asia,1010,51.79999923706055,,,51.799999,,
Nepal,15400000,1982,Asia,1050,53.90000152587891,,,53.900002,,
Nepal,17200000,1987,Asia,1100,56.59999847412109,,,56.599998,,
Nepal,19400000,1992,Asia,1250,59.90000152587891,,,59.900002,,
Nepal,22100000,1997,Asia,1420,63.59999847412109,,,63.599998,,
Nepal,24300000,2002,Asia,1550,66.5,,,66.5,,
Nepal,26100000,2007,Asia,1750,68.5,,,68.5,,
Netherlands,10200000,1952,Europe,10900,72.19999694824219,,,,,72.199997
Netherlands,10900000,1957,Europe,13700,73.09999847412109,,,,,73.099998
Netherlands,11600000,1962,Europe,15600,73.40000152587891,,,,,73.400002
Netherlands,12400000,1967,Europe,18800,74,,,,,74
Netherlands,13100000,1972,Europe,23000,73.90000152587891,,,,,73.900002
Netherlands,13800000,1977,Europe,26100,75.19999694824219,,,,,75.199997
Netherlands,14200000,1982,Europe,26500,76.09999847412109,,,,,76.099998
Netherlands,14600000,1987,Europe,29300,76.69999694824219,,,,,76.699997
Netherlands,15100000,1992,Europe,33100,77.30000305175781,,,,,77.300003
Netherlands,15600000,1997,Europe,37400,77.90000152587891,,,,,77.900002
Netherlands,16000000,2002,Europe,42500,78.40000152587891,,,,,78.400002
Netherlands,16400000,2007,Europe,46900,80.19999694824219,,,,,80.199997
New Zealand,1950000,1952,Oceania,12800,69.30000305175781,,,,69.300003,
New Zealand,2180000,1957,Oceania,14900,70.19999694824219,,,,70.199997,
New Zealand,2420000,1962,Oceania,16100,71.19999694824219,,,,71.199997,
New Zealand,2670000,1967,Oceania,17900,71.5,,,,71.5,
New Zealand,2870000,1972,Oceania,20000,71.5,,,,71.5,
New Zealand,3110000,1977,Oceania,20500,72.19999694824219,,,,72.199997,
New Zealand,3160000,1982,Oceania,22400,73.5,,,,73.5,
New Zealand,3290000,1987,Oceania,24200,74.19999694824219,,,,74.199997,
New Zealand,3450000,1992,Oceania,22700,76,,,,76,
New Zealand,3720000,1997,Oceania,26200,77.19999694824219,,,,77.199997,
New Zealand,3910000,2002,Oceania,29700,78.69999694824219,,,,78.699997,
New Zealand,4190000,2007,Oceania,33100,80,,,,80,
Nicaragua,1330000,1952,Americas,4380,44.09999847412109,,44.099998,,,
Nicaragua,1560000,1957,Americas,4860,47.59999847412109,,47.599998,,,
Nicaragua,1830000,1962,Americas,5070,51.09999847412109,,51.099998,,,
Nicaragua,2130000,1967,Americas,6370,54.79999923706055,,54.799999,,,
Nicaragua,2480000,1972,Americas,6310,51,,51,,,
Nicaragua,2890000,1977,Americas,7160,64.59999847412109,,64.599998,,,
Nicaragua,3360000,1982,Americas,4500,66.19999694824219,,66.199997,,,
Nicaragua,3820000,1987,Americas,3840,65.40000152587891,,65.400002,,,
Nicaragua,4270000,1992,Americas,2850,72.19999694824219,,72.199997,,,
Nicaragua,4740000,1997,Americas,3100,73.80000305175781,,73.800003,,,
Nicaragua,5150000,2002,Americas,3440,75.09999847412109,,75.099998,,,
Nicaragua,5510000,2007,Americas,3960,76.5,,76.5,,,
Niger,2640000,1952,Africa,994,40.29999923706055,40.299999,,,,
Niger,3040000,1957,Africa,1090,41,41,,,,
Niger,3490000,1962,Africa,1310,41.79999923706055,41.799999,,,,
Niger,4030000,1967,Africa,1390,42.5,42.5,,,,
Niger,4640000,1972,Africa,1270,43.09999847412109,43.099998,,,,
Niger,5340000,1977,Africa,1090,42.59999847412109,42.599998,,,,
Niger,6160000,1982,Africa,1240,43.70000076293945,43.700001,,,,
Niger,7120000,1987,Africa,930,44.79999923706055,44.799999,,,,
Niger,8290000,1992,Africa,802,47.29999923706055,47.299999,,,,
Niger,9830000,1997,Africa,776,50,50,,,,
Niger,11800000,2002,Africa,774,53.20000076293945,53.200001,,,,
Niger,14100000,2007,Africa,772,57.20000076293945,57.200001,,,,
Nigeria,38400000,1952,Africa,2160,44.09999847412109,44.099998,,,,
Nigeria,41800000,1957,Africa,2160,47.29999923706055,47.299999,,,,
Nigeria,46100000,1962,Africa,2230,51,51,,,,
Nigeria,51200000,1967,Africa,1970,46.20000076293945,46.200001,,,,
Nigeria,57300000,1972,Africa,3320,51.59999847412109,51.599998,,,,
Nigeria,65200000,1977,Africa,3960,54.20000076293945,54.200001,,,,
Nigeria,75400000,1982,Africa,3260,55.70000076293945,55.700001,,,,
Nigeria,85800000,1987,Africa,2910,55.90000152587891,55.900002,,,,
Nigeria,97700000,1992,Africa,3360,55.59999847412109,55.599998,,,,
Nigeria,111000000,1997,Africa,3050,55.40000152587891,55.400002,,,,
Nigeria,125000000,2002,Africa,3560,55.70000076293945,55.700001,,,,
Nigeria,143000000,2007,Africa,4420,58.5,58.5,,,,
Norway,3300000,1952,Europe,17500,72.5,,,,,72.5
Norway,3460000,1957,Europe,20200,73.19999694824219,,,,,73.199997
Norway,3610000,1962,Europe,23000,73.30000305175781,,,,,73.300003
Norway,3750000,1967,Europe,26900,73.80000305175781,,,,,73.800003
Norway,3910000,1972,Europe,29900,74.19999694824219,,,,,74.199997
Norway,4030000,1977,Europe,35200,75.09999847412109,,,,,75.099998
Norway,4100000,1982,Europe,37900,75.80000305175781,,,,,75.800003
Norway,4170000,1987,Europe,43400,76,,,,,76
Norway,4270000,1992,Europe,45200,77.09999847412109,,,,,77.099998
Norway,4390000,1997,Europe,54800,78.30000305175781,,,,,78.300003
Norway,4520000,2002,Europe,59500,79,,,,,79
Norway,4670000,2007,Europe,65100,80.5,,,,,80.5
Oman,462000,1952,Asia,3780,35,,,35,,
Oman,506000,1957,Asia,4630,39.40000152587891,,,39.400002,,
Oman,565000,1962,Asia,6030,43.5,,,43.5,,
Oman,642000,1967,Asia,9680,47.20000076293945,,,47.200001,,
Oman,749000,1972,Asia,21700,51.40000152587891,,,51.400002,,
Oman,927000,1977,Asia,24100,57.59999847412109,,,57.599998,,
Oman,1220000,1982,Asia,26200,62.90000152587891,,,62.900002,,
Oman,1560000,1987,Asia,36400,67.19999694824219,,,67.199997,,
Oman,1890000,1992,Asia,36800,69.69999694824219,,,69.699997,,
Oman,2240000,1997,Asia,41000,71.80000305175781,,,71.800003,,
Oman,2290000,2002,Asia,44100,73.69999694824219,,,73.699997,,
Oman,2580000,2007,Asia,43100,75.19999694824219,,,75.199997,,
Pakistan,38000000,1952,Asia,1160,39.40000152587891,,,39.400002,,
Pakistan,41300000,1957,Asia,1270,45.40000152587891,,,45.400002,,
Pakistan,46100000,1962,Asia,1370,50.5,,,50.5,,
Pakistan,52300000,1967,Asia,1600,54.40000152587891,,,54.400002,,
Pakistan,59700000,1972,Asia,1780,57,,,57,,
Pakistan,68800000,1977,Asia,1980,58.5,,,58.5,,
Pakistan,80700000,1982,Asia,2430,60.29999923706055,,,60.299999,,
Pakistan,95200000,1987,Asia,2860,61.20000076293945,,,61.200001,,
Pakistan,111000000,1992,Asia,3270,61.40000152587891,,,61.400002,,
Pakistan,127000000,1997,Asia,3330,61.29999923706055,,,61.299999,,
Pakistan,146000000,2002,Asia,3410,62.29999923706055,,,62.299999,,
Pakistan,164000000,2007,Asia,4100,63.5,,,63.5,,
Panama,881000,1952,Americas,2710,59,,59,,,
Panama,1010000,1957,Americas,3240,62,,62,,,
Panama,1170000,1962,Americas,3880,64.90000152587891,,64.900002,,,
Panama,1350000,1967,Americas,4880,67.5,,67.5,,,
Panama,1560000,1972,Americas,6000,70.40000152587891,,70.400002,,,
Panama,1790000,1977,Americas,5980,73.40000152587891,,73.400002,,,
Panama,2030000,1982,Americas,8130,74.90000152587891,,74.900002,,,
Panama,2270000,1987,Americas,8410,75.69999694824219,,75.699997,,,
Panama,2520000,1992,Americas,8920,75.80000305175781,,75.800003,,,
Panama,2800000,1997,Americas,9850,76,,76,,,
Panama,3090000,2002,Americas,10500,77.80000305175781,,77.800003,,,
Panama,3390000,2007,Americas,14000,78.19999694824219,,78.199997,,,
Paraguay,1510000,1952,Americas,2430,65.69999694824219,,65.699997,,,
Paraguay,1720000,1957,Americas,2550,66.40000152587891,,66.400002,,,
Paraguay,1950000,1962,Americas,2750,67.69999694824219,,67.699997,,,
Paraguay,2230000,1967,Americas,3140,68.69999694824219,,68.699997,,,
Paraguay,2540000,1972,Americas,3770,69.59999847412109,,69.599998,,,
Paraguay,2860000,1977,Americas,5220,70.90000152587891,,70.900002,,,
Paraguay,3270000,1982,Americas,7310,72.5,,72.5,,,
Paraguay,3780000,1987,Americas,7240,73.69999694824219,,73.699997,,,
Paraguay,4330000,1992,Americas,7930,74.30000305175781,,74.300003,,,
Paraguay,4890000,1997,Americas,8820,74.40000152587891,,74.400002,,,
Paraguay,5430000,2002,Americas,7620,74.90000152587891,,74.900002,,,
Paraguay,5910000,2007,Americas,8600,74.80000305175781,,74.800003,,,
Peru,7980000,1952,Americas,4190,40,,40,,,
Peru,9100000,1957,Americas,4740,41.90000152587891,,41.900002,,,
Peru,10400000,1962,Americas,5540,44.20000076293945,,44.200001,,,
Peru,12000000,1967,Americas,6510,46.20000076293945,,46.200001,,,
Peru,13800000,1972,Americas,6720,60,,60,,,
Peru,15800000,1977,Americas,7150,64,,64,,,
Peru,18000000,1982,Americas,7350,65.30000305175781,,65.300003,,,
Peru,20200000,1987,Americas,7300,68.09999847412109,,68.099998,,,
Peru,22500000,1992,Americas,5130,70.30000305175781,,70.300003,,,
Peru,24800000,1997,Americas,6500,72.59999847412109,,72.599998,,,
Peru,26800000,2002,Americas,6660,76,,76,,,
Peru,28100000,2007,Americas,8640,77.90000152587891,,77.900002,,,
Philippines,19200000,1952,Asia,2220,57.40000152587891,,,57.400002,,
Philippines,23000000,1957,Asia,2700,59.20000076293945,,,59.200001,,
Philippines,27200000,1962,Asia,2870,61,,,61,,
Philippines,31900000,1967,Asia,3150,62.70000076293945,,,62.700001,,
Philippines,36800000,1972,Asia,3440,63.90000152587891,,,63.900002,,
Philippines,42400000,1977,Asia,4080,64.90000152587891,,,64.900002,,
Philippines,48700000,1982,Asia,4450,65.80000305175781,,,65.800003,,
Philippines,55800000,1987,Asia,3700,66.59999847412109,,,66.599998,,
Philippines,63500000,1992,Asia,3810,68.40000152587891,,,68.400002,,
Philippines,71400000,1997,Asia,4220,69.30000305175781,,,69.300003,,
Philippines,79700000,2002,Asia,4320,69.09999847412109,,,69.099998,,
Philippines,87900000,2007,Asia,5180,69.19999694824219,,,69.199997,,
Poland,25300000,1952,Europe,4900,61,,,,,61
Poland,27800000,1957,Europe,5760,65.59999847412109,,,,,65.599998
Poland,30000000,1962,Europe,6510,67.80000305175781,,,,,67.800003
Poland,31600000,1967,Europe,8040,69.80000305175781,,,,,69.800003
Poland,32900000,1972,Europe,9870,70.80000305175781,,,,,70.800003
Poland,34300000,1977,Europe,11800,70.80000305175781,,,,,70.800003
Poland,35900000,1982,Europe,10500,71.5,,,,,71.5
Poland,37400000,1987,Europe,11400,71.19999694824219,,,,,71.199997
Poland,38100000,1992,Europe,9730,71.30000305175781,,,,,71.300003
Poland,38500000,1997,Europe,12700,72.80000305175781,,,,,72.800003
Poland,38500000,2002,Europe,15200,74.69999694824219,,,,,74.699997
Poland,38400000,2007,Europe,19600,75.30000305175781,,,,,75.300003
Portugal,8420000,1952,Europe,3740,59.90000152587891,,,,,59.900002
Portugal,8680000,1957,Europe,4600,61.59999847412109,,,,,61.599998
Portugal,8870000,1962,Europe,5790,64.40000152587891,,,,,64.400002
Portugal,8810000,1967,Europe,7890,66.69999694824219,,,,,66.699997
Portugal,8700000,1972,Europe,11300,68.19999694824219,,,,,68.199997
Portugal,9300000,1977,Europe,12900,70.09999847412109,,,,,70.099998
Portugal,9820000,1982,Europe,15100,72.19999694824219,,,,,72.199997
Portugal,9930000,1987,Europe,17000,73.59999847412109,,,,,73.599998
Portugal,9920000,1992,Europe,21300,74.40000152587891,,,,,74.400002
Portugal,10100000,1997,Europe,23400,75.69999694824219,,,,,75.699997
Portugal,10300000,2002,Europe,26400,77.30000305175781,,,,,77.300003
Portugal,10500000,2007,Europe,27600,79.30000305175781,,,,,79.300003
Romania,16500000,1952,Europe,2010,61.09999847412109,,,,,61.099998
Romania,17700000,1957,Europe,2780,63.29999923706055,,,,,63.299999
Romania,18800000,1962,Europe,3470,67.30000305175781,,,,,67.300003
Romania,19600000,1967,Europe,5360,67.90000152587891,,,,,67.900002
Romania,20800000,1972,Europe,7680,69.19999694824219,,,,,69.199997
Romania,21900000,1977,Europe,10100,69.80000305175781,,,,,69.800003
Romania,22700000,1982,Europe,11400,70,,,,,70
Romania,23200000,1987,Europe,13000,69.40000152587891,,,,,69.400002
Romania,23500000,1992,Europe,9260,69.80000305175781,,,,,69.800003
Romania,22800000,1997,Europe,10400,69.09999847412109,,,,,69.099998
Romania,22000000,2002,Europe,12000,71.09999847412109,,,,,71.099998
Romania,21200000,2007,Europe,17100,73.19999694824219,,,,,73.199997
Rwanda,2250000,1952,Africa,629,41.59999847412109,41.599998,,,,
Rwanda,2610000,1957,Africa,689,43.29999923706055,43.299999,,,,
Rwanda,3000000,1962,Africa,765,45,45,,,,
